Name,Year,Rating,Date,username
X-Men: Apocalypse,2016.0,0.4444444444444444,2024-03-12,alexja
Annabelle,2014.0,0.3333333333333333,2024-03-12,alexja
Captain America: Civil War,2016.0,0.4444444444444444,2024-03-12,alexja
My King,2015.0,0.2222222222222222,2024-03-12,alexja
Hamari Adhuri Kahani,2015.0,0.5555555555555556,2024-03-12,alexja
Scary Stories to Tell in the Dark,2019.0,0.2222222222222222,2024-03-12,alexja
Black Widow,2021.0,0.4444444444444444,2024-03-12,alexja
Blade: Trinity,2004.0,0.4444444444444444,2024-03-12,alexja
Inglourious Basterds,2009.0,0.5555555555555556,2024-03-12,alexja
Memories of Murder,2003.0,0.5555555555555556,2024-03-12,alexja
Mysterious Skin,2004.0,0.5555555555555556,2024-03-12,alexja
The Princess Diaries 2: Royal Engagement,2004.0,0.4444444444444444,2024-03-12,alexja
Chicken Little,2005.0,0.4444444444444444,2024-03-12,alexja
Elektra,2005.0,0.2222222222222222,2024-03-12,alexja
Robots,2005.0,0.4444444444444444,2024-03-12,alexja
Garfield,2004.0,0.4444444444444444,2024-03-12,alexja
A Tale of Two Sisters,2003.0,0.6666666666666666,2024-03-12,alexja
Shaun of the Dead,2004.0,0.4444444444444444,2024-03-12,alexja
Constantine,2005.0,0.4444444444444444,2024-03-12,alexja
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,0.5555555555555556,2024-03-12,alexja
Charlie and the Chocolate Factory,2005.0,0.4444444444444444,2024-03-12,alexja
A Girl at My Door,2014.0,0.6666666666666666,2024-03-12,alexja
A Hard Day,2014.0,0.4444444444444444,2024-03-12,alexja
Thor: Ragnarok,2017.0,0.4444444444444444,2024-03-12,alexja
Sing Street,2016.0,0.0,2024-03-12,alexja
West Side Story,2021.0,0.5555555555555556,2024-03-12,alexja
Monster House,2006.0,0.5555555555555556,2024-03-12,alexja
The Lovely Bones,2009.0,0.1111111111111111,2024-03-12,alexja
The Chorus,2004.0,0.5555555555555556,2024-03-12,alexja
Closer,2004.0,0.4444444444444444,2024-03-12,alexja
Ratatouille,2007.0,0.4444444444444444,2024-03-12,alexja
Iron Man,2008.0,0.3333333333333333,2024-03-12,alexja
Batman Begins,2005.0,0.6666666666666666,2024-03-12,alexja
A History of Violence,2005.0,0.5555555555555556,2024-03-12,alexja
Pirates of the Caribbean: Dead Man's Chest,2006.0,0.5555555555555556,2024-03-12,alexja
I Am a Hero,2015.0,0.5555555555555556,2024-03-12,alexja
La La Land,2016.0,1.0,2024-03-12,alexja
Malignant,2021.0,0.4444444444444444,2024-03-12,alexja
A Moment to Remember,2004.0,0.5555555555555556,2024-03-12,alexja
Sweeney Todd: The Demon Barber of Fleet Street,2007.0,0.5555555555555556,2024-03-12,alexja
Flushed Away,2006.0,0.4444444444444444,2024-03-12,alexja
Cinderella,1950.0,0.3333333333333333,2024-03-12,alexja
P.S. I Love You,2007.0,0.5555555555555556,2024-03-12,alexja
The Curious Case of Benjamin Button,2008.0,0.4444444444444444,2024-03-12,alexja
Candy,2006.0,0.4444444444444444,2024-03-12,alexja
The Fountain,2006.0,0.5555555555555556,2024-03-12,alexja
3-Iron,2004.0,0.4444444444444444,2024-03-12,alexja
300,2006.0,0.4444444444444444,2024-03-12,alexja
Spider-Man 3,2007.0,0.4444444444444444,2024-03-12,alexja
Avengers: Endgame,2019.0,0.5555555555555556,2024-03-12,alexja
Captain Marvel,2019.0,0.5555555555555556,2024-03-12,alexja
Don't Breathe,2016.0,0.5555555555555556,2024-03-12,alexja
Green Room,2015.0,0.5555555555555556,2024-03-12,alexja
Manchester by the Sea,2016.0,0.4444444444444444,2024-03-12,alexja
Terrifier,2016.0,0.3333333333333333,2024-03-12,alexja
The Time Traveler's Wife,2009.0,0.2222222222222222,2024-03-12,alexja
Cirque du Freak: The Vampire's Assistant,2009.0,0.4444444444444444,2024-03-12,alexja
Shutter,2004.0,0.5555555555555556,2024-03-12,alexja
Punisher: War Zone,2008.0,0.5555555555555556,2024-03-12,alexja
Slither,2006.0,0.4444444444444444,2024-03-12,alexja
Lady Vengeance,2005.0,0.4444444444444444,2024-03-12,alexja
Eragon,2006.0,0.3333333333333333,2024-03-12,alexja
The Pursuit of Happyness,2006.0,0.6666666666666666,2024-03-12,alexja
V for Vendetta,2005.0,0.3333333333333333,2024-03-12,alexja
Pirates of the Caribbean: At World's End,2007.0,0.5555555555555556,2024-03-12,alexja
Life of Pi,2012.0,0.4444444444444444,2024-03-12,alexja
Before We Go,2014.0,0.2222222222222222,2024-03-12,alexja
Shazam!,2019.0,0.2222222222222222,2024-03-12,alexja
Wonder Woman,2017.0,0.4444444444444444,2024-03-12,alexja
The Greasy Strangler,2016.0,0.5555555555555556,2024-03-12,alexja
The Oath,2016.0,0.5555555555555556,2024-03-12,alexja
The Book of Henry,2017.0,0.2222222222222222,2024-03-12,alexja
Darkest Hour,2017.0,0.5555555555555556,2024-03-12,alexja
Puss in Boots,2011.0,0.4444444444444444,2024-03-12,alexja
The Simpsons Movie,2007.0,0.5555555555555556,2024-03-12,alexja
Alone,2007.0,0.5555555555555556,2024-03-12,alexja
The Losers,2010.0,0.4444444444444444,2024-03-12,alexja
Exit,2006.0,0.4444444444444444,2024-03-12,alexja
I Am Legend,2007.0,0.5555555555555556,2024-03-12,alexja
The Night of the Hunter,1955.0,0.4444444444444444,2024-03-12,alexja
X-Men Origins: Wolverine,2009.0,0.5555555555555556,2024-03-12,alexja
Captain America: The First Avenger,2011.0,0.2222222222222222,2024-03-12,alexja
Night at the Museum,2006.0,0.4444444444444444,2024-03-12,alexja
The Prestige,2006.0,0.5555555555555556,2024-03-12,alexja
Rear Window,1954.0,0.4444444444444444,2024-03-12,alexja
The Dark Knight,2008.0,0.5555555555555556,2024-03-12,alexja
Ant-Man,2015.0,0.4444444444444444,2024-03-12,alexja
Spider-Man: Into the Spider-Verse,2018.0,0.5555555555555556,2024-03-12,alexja
The New Mutants,2020.0,0.2222222222222222,2024-03-12,alexja
The Meg,2018.0,0.1111111111111111,2024-03-12,alexja
"Right Now, Wrong Then",2015.0,0.4444444444444444,2024-03-12,alexja
Hidden Figures,2016.0,0.5555555555555556,2024-03-12,alexja
Joe Bell,2020.0,0.5555555555555556,2024-03-12,alexja
Avatar,2009.0,0.4444444444444444,2024-03-12,alexja
Vicky Cristina Barcelona,2008.0,0.6666666666666666,2024-03-12,alexja
The Chronicles of Narnia: Prince Caspian,2008.0,0.4444444444444444,2024-03-12,alexja
Stardust,2007.0,0.5555555555555556,2024-03-12,alexja
Fantastic Four: Rise of the Silver Surfer,2007.0,0.3333333333333333,2024-03-12,alexja
12 Angry Men,1957.0,0.6666666666666666,2024-03-12,alexja
Saw III,2006.0,0.5555555555555556,2024-03-12,alexja
Jurassic World: Fallen Kingdom,2018.0,0.3333333333333333,2024-03-12,alexja
"Three Billboards Outside Ebbing, Missouri",2017.0,0.5555555555555556,2024-03-12,alexja
Ant-Man and the Wasp,2018.0,0.3333333333333333,2024-03-12,alexja
"I, Daniel Blake",2016.0,0.5555555555555556,2024-03-12,alexja
Hush,2016.0,0.4444444444444444,2024-03-12,alexja
Split,2016.0,0.4444444444444444,2024-03-12,alexja
Raw,2016.0,0.2222222222222222,2024-03-12,alexja
Annabelle: Creation,2017.0,0.4444444444444444,2024-03-12,alexja
Godzilla vs. Kong,2021.0,0.3333333333333333,2024-03-12,alexja
Minions: The Rise of Gru,2022.0,0.5555555555555556,2024-03-12,alexja
The Curse of La Llorona,2019.0,0.1111111111111111,2024-03-12,alexja
Morbius,2022.0,0.3333333333333333,2024-03-12,alexja
Color Out of Space,2019.0,0.5555555555555556,2024-03-12,alexja
Yojimbo,1961.0,0.5555555555555556,2024-03-12,alexja
Village of the Damned,1960.0,0.4444444444444444,2024-03-12,alexja
Peeping Tom,1960.0,0.4444444444444444,2024-03-12,alexja
Deadpool 2,2018.0,0.5555555555555556,2024-03-12,alexja
"I, Tonya",2017.0,0.4444444444444444,2024-03-12,alexja
The Florida Project,2017.0,0.5555555555555556,2024-03-12,alexja
Wind River,2017.0,0.5555555555555556,2024-03-12,alexja
Under the Silver Lake,2018.0,0.1111111111111111,2024-03-12,alexja
Train to Busan,2016.0,0.5555555555555556,2024-03-12,alexja
You Were Never Really Here,2017.0,0.3333333333333333,2024-03-12,alexja
Call Me by Your Name,2017.0,0.3333333333333333,2024-03-12,alexja
The Shape of Water,2017.0,0.6666666666666666,2024-03-12,alexja
The Killing of a Sacred Deer,2017.0,0.5555555555555556,2024-03-12,alexja
The Ritual,2017.0,0.3333333333333333,2024-03-12,alexja
Slender Man,2018.0,0.2222222222222222,2024-03-12,alexja
Border,2018.0,0.5555555555555556,2024-03-12,alexja
The Jungle Book,1967.0,0.4444444444444444,2024-03-12,alexja
The Sword in the Stone,1963.0,0.3333333333333333,2024-03-12,alexja
Persona,1966.0,0.6666666666666666,2024-03-12,alexja
Mary Poppins,1964.0,0.3333333333333333,2024-03-12,alexja
"The Good, the Bad and the Ugly",1966.0,0.6666666666666666,2024-03-12,alexja
2001: A Space Odyssey,1968.0,0.4444444444444444,2024-03-12,alexja
Thelma,2017.0,0.6666666666666666,2024-03-12,alexja
Blue Jay,2016.0,0.2222222222222222,2024-03-12,alexja
Yourself and Yours,2016.0,0.3333333333333333,2024-03-12,alexja
A Ghost Story,2017.0,0.4444444444444444,2024-03-12,alexja
Possessor,2020.0,0.5555555555555556,2024-03-12,alexja
The Nun,2018.0,0.3333333333333333,2024-03-12,alexja
Life Itself,2018.0,0.6666666666666666,2024-03-12,alexja
The Little Mermaid,2023.0,0.4444444444444444,2024-03-12,alexja
The Angry Birds Movie 2,2019.0,0.4444444444444444,2024-03-12,alexja
The Kitchen,2019.0,0.2222222222222222,2024-03-12,alexja
Escape Room,2019.0,0.4444444444444444,2024-03-12,alexja
Free Guy,2021.0,0.3333333333333333,2024-03-12,alexja
Wonka,2023.0,0.5555555555555556,2024-03-12,alexja
Night of the Living Dead,1968.0,0.4444444444444444,2024-03-12,alexja
Love Story,1970.0,0.5555555555555556,2024-03-12,alexja
Beneath the Planet of the Apes,1970.0,0.4444444444444444,2024-03-12,alexja
Rosemary's Baby,1968.0,0.4444444444444444,2024-03-12,alexja
Harold and Maude,1971.0,0.4444444444444444,2024-03-12,alexja
Dark Phoenix,2019.0,0.3333333333333333,2024-03-12,alexja
Wonder Park,2019.0,0.4444444444444444,2024-03-12,alexja
The Table,2016.0,0.5555555555555556,2024-03-12,alexja
Spider-Man: Far From Home,2019.0,0.4444444444444444,2024-03-12,alexja
Black Adam,2022.0,0.5555555555555556,2024-03-12,alexja
The Suicide Squad,2021.0,0.6666666666666666,2024-03-12,alexja
Champions,2018.0,0.4444444444444444,2024-03-12,alexja
The Guilty,2018.0,0.5555555555555556,2024-03-12,alexja
The Boy and the Heron,2023.0,0.5555555555555556,2024-03-12,alexja
Haunt,2019.0,0.4444444444444444,2024-03-12,alexja
Fear Street: 1994,2021.0,0.4444444444444444,2024-03-12,alexja
The Last House on the Left,1972.0,0.2222222222222222,2024-03-12,alexja
Deliverance,1972.0,0.4444444444444444,2024-03-12,alexja
The Way We Were,1973.0,0.5555555555555556,2024-03-12,alexja
The Exorcist,1973.0,0.4444444444444444,2024-03-12,alexja
Monty Python and the Holy Grail,1975.0,0.5555555555555556,2024-03-12,alexja
Willy Wonka & the Chocolate Factory,1971.0,0.4444444444444444,2024-03-12,alexja
A Taxi Driver,2017.0,0.5555555555555556,2024-03-12,alexja
Us,2019.0,0.4444444444444444,2024-03-12,alexja
Resident Evil: Welcome to Raccoon City,2021.0,0.4444444444444444,2024-03-12,alexja
Mandy,2018.0,0.3333333333333333,2024-03-12,alexja
Wonder Woman 1984,2020.0,0.0,2024-03-12,alexja
Forgotten,2017.0,0.5555555555555556,2024-03-12,alexja
Venom: Let There Be Carnage,2021.0,0.5555555555555556,2024-03-12,alexja
The Black Phone,2021.0,0.4444444444444444,2024-03-12,alexja
Star Wars,1977.0,0.4444444444444444,2024-03-12,alexja
Man of Steel,2013.0,0.4444444444444444,2024-03-12,alexja
The Rocky Horror Picture Show,1975.0,0.4444444444444444,2024-03-12,alexja
Thirst,2009.0,0.4444444444444444,2024-03-12,alexja
Suspiria,1977.0,0.5555555555555556,2024-03-12,alexja
The Tenant,1976.0,0.4444444444444444,2024-03-12,alexja
Into the Wild,2007.0,0.5555555555555556,2024-03-12,alexja
Barry Lyndon,1975.0,0.5555555555555556,2024-03-12,alexja
Eraserhead,1977.0,0.4444444444444444,2024-03-12,alexja
The Omen,1976.0,0.4444444444444444,2024-03-12,alexja
Annie Hall,1977.0,0.1111111111111111,2024-03-12,alexja
Grease,1978.0,0.5555555555555556,2024-03-12,alexja
Jaws,1975.0,0.4444444444444444,2024-03-12,alexja
One Flew Over the Cuckoo's Nest,1975.0,0.5555555555555556,2024-03-12,alexja
Ron's Gone Wrong,2021.0,0.4444444444444444,2024-03-12,alexja
Anna,2019.0,0.2222222222222222,2024-03-12,alexja
Marriage Story,2019.0,0.5555555555555556,2024-03-12,alexja
Saint Maud,2019.0,0.4444444444444444,2024-03-12,alexja
Apocalypse Now,1979.0,0.4444444444444444,2024-03-12,alexja
Su-ki-da,2005.0,0.1111111111111111,2024-03-12,alexja
The Changeling,1980.0,0.4444444444444444,2024-03-12,alexja
Midnight Express,1978.0,0.4444444444444444,2024-03-12,alexja
Thor,2011.0,0.4444444444444444,2024-03-12,alexja
Cannibal Holocaust,1980.0,0.4444444444444444,2024-03-12,alexja
The Elephant Man,1980.0,0.4444444444444444,2024-03-12,alexja
The Empire Strikes Back,1980.0,0.2222222222222222,2024-03-12,alexja
The Incredible Hulk,2008.0,0.3333333333333333,2024-03-12,alexja
The Fog,1980.0,0.4444444444444444,2024-03-12,alexja
Life of Brian,1979.0,0.4444444444444444,2024-03-12,alexja
Alien,1979.0,0.4444444444444444,2024-03-12,alexja
I'm Thinking of Ending Things,2020.0,0.5555555555555556,2024-03-12,alexja
The Lighthouse,2019.0,0.4444444444444444,2024-03-12,alexja
Ready or Not,2019.0,0.3333333333333333,2024-03-12,alexja
Come Play,2020.0,0.4444444444444444,2024-03-12,alexja
Nobody,2021.0,0.5555555555555556,2024-03-12,alexja
Basket Case,1982.0,0.3333333333333333,2024-03-12,alexja
The Girl Who Leapt Through Time,2006.0,0.5555555555555556,2024-03-12,alexja
Friday the 13th,1980.0,0.5555555555555556,2024-03-12,alexja
Pet Sematary,2019.0,0.3333333333333333,2024-03-12,alexja
A Tiger in Winter,2017.0,0.4444444444444444,2024-03-12,alexja
Be With You,2018.0,0.3333333333333333,2024-03-12,alexja
Turning Red,2022.0,0.3333333333333333,2024-03-12,alexja
Andhadhun,2018.0,0.5555555555555556,2024-03-12,alexja
Ghostbusters,1984.0,0.2222222222222222,2024-03-12,alexja
The Avengers,2012.0,0.4444444444444444,2024-03-12,alexja
Trick 'r Treat,2007.0,0.3333333333333333,2024-03-12,alexja
Swamp Thing,1982.0,0.4444444444444444,2024-03-12,alexja
Antichrist,2009.0,0.4444444444444444,2024-03-12,alexja
Inside,2007.0,0.3333333333333333,2024-03-12,alexja
Children of the Corn,1984.0,0.3333333333333333,2024-03-12,alexja
Christine,1983.0,0.5555555555555556,2024-03-12,alexja
Gremlins,1984.0,0.3333333333333333,2024-03-12,alexja
Poltergeist,1982.0,0.4444444444444444,2024-03-12,alexja
Eerie,2018.0,0.2222222222222222,2024-03-12,alexja
1917,2019.0,0.3333333333333333,2024-03-12,alexja
Portrait of a Lady on Fire,2019.0,0.4444444444444444,2024-03-12,alexja
Secrets in the Hot Spring,2018.0,0.4444444444444444,2024-03-12,alexja
A Land Imagined,2018.0,0.2222222222222222,2024-03-12,alexja
Eat Pray Love,2010.0,0.1111111111111111,2024-03-12,alexja
The NeverEnding Story,1984.0,0.5555555555555556,2024-03-12,alexja
The Road,2009.0,0.3333333333333333,2024-03-12,alexja
Fright Night,1985.0,0.4444444444444444,2024-03-12,alexja
Once,2007.0,0.5555555555555556,2024-03-12,alexja
The Breakfast Club,1985.0,0.6666666666666666,2024-03-12,alexja
Blue Velvet,1986.0,0.4444444444444444,2024-03-12,alexja
Out of Africa,1985.0,0.5555555555555556,2024-03-12,alexja
Once Upon a Time in America,1984.0,0.5555555555555556,2024-03-12,alexja
The Terminator,1984.0,0.5555555555555556,2024-03-12,alexja
Indiana Jones and the Temple of Doom,1984.0,0.5555555555555556,2024-03-12,alexja
M3GAN,2022.0,0.4444444444444444,2024-03-12,alexja
Relic,2020.0,0.6666666666666666,2024-03-12,alexja
Knives Out,2019.0,0.5555555555555556,2024-03-12,alexja
TerrorVision,1986.0,0.3333333333333333,2024-03-12,alexja
Creepshow 2,1987.0,0.4444444444444444,2024-03-12,alexja
The Boy in the Striped Pyjamas,2008.0,0.5555555555555556,2024-03-12,alexja
Howard the Duck,1986.0,0.4444444444444444,2024-03-12,alexja
Hellraiser,1987.0,0.3333333333333333,2024-03-12,alexja
Prince of Darkness,1987.0,0.4444444444444444,2024-03-12,alexja
The Amazing Spider-Man,2012.0,0.5555555555555556,2024-03-12,alexja
Akira,1988.0,0.4444444444444444,2024-03-12,alexja
Black Panther: Wakanda Forever,2022.0,0.4444444444444444,2024-03-12,alexja
Candyman,2021.0,0.4444444444444444,2024-03-12,alexja
Shang-Chi and the Legend of the Ten Rings,2021.0,0.5555555555555556,2024-03-12,alexja
The Guilty,2021.0,0.5555555555555556,2024-03-12,alexja
Weathering with You,2019.0,0.0,2024-03-12,alexja
Mary and Max,2009.0,0.4444444444444444,2024-03-12,alexja
Dear John,2010.0,0.3333333333333333,2024-03-12,alexja
Trouble at Timpetill,2008.0,0.4444444444444444,2024-03-12,alexja
The Return of Swamp Thing,1989.0,0.2222222222222222,2024-03-12,alexja
The Land Before Time,1988.0,0.4444444444444444,2024-03-12,alexja
Steel Magnolias,1989.0,0.5555555555555556,2024-03-12,alexja
Child's Play,1988.0,0.4444444444444444,2024-03-12,alexja
The Punisher,1989.0,0.4444444444444444,2024-03-12,alexja
Who Framed Roger Rabbit,1988.0,0.4444444444444444,2024-03-12,alexja
When Harry Met Sally...,1989.0,0.4444444444444444,2024-03-12,alexja
Dead Poets Society,1989.0,0.4444444444444444,2024-03-12,alexja
Justice League,2017.0,0.4444444444444444,2024-03-12,alexja
Last Night in Soho,2021.0,0.4444444444444444,2024-03-12,alexja
The Menu,2022.0,0.6666666666666666,2024-03-12,alexja
Lamb,2021.0,0.4444444444444444,2024-03-12,alexja
Ghost,1990.0,0.3333333333333333,2024-03-12,alexja
The Godfather Part III,1990.0,0.8888888888888888,2024-03-12,alexja
Dune: Part Two,2024.0,1.0,2024-03-12,alexja
A Clockwork Orange,1971.0,1.0,2024-03-12,alexja
The Silence of the Lambs,1991.0,0.8888888888888888,2024-03-12,alexja
The Godfather Part II,1974.0,1.0,2024-03-12,alexja
The Godfather,1972.0,1.0,2024-03-12,alexja
Her,2013.0,0.7777777777777778,2024-03-12,alexja
Despicable Me,2010.0,0.6666666666666666,2024-03-12,alexja
Perfect Days,2023.0,0.7777777777777778,2024-03-12,alexja
The Dark Crystal,1982.0,0.8888888888888888,2024-03-12,alexja
Blade Runner 2049,2017.0,0.8888888888888888,2024-03-12,alexja
Scream VI,2023.0,0.7777777777777778,2024-03-12,alexja
The Holdovers,2023.0,0.6666666666666666,2024-03-12,alexja
The Muppets,2011.0,0.8888888888888888,2024-03-12,alexja
Monster,2023.0,0.7777777777777778,2024-03-12,alexja
Big Trouble in Little China,1986.0,0.7777777777777778,2024-03-12,alexja
Past Lives,2023.0,0.7777777777777778,2024-03-12,alexja
Saw X,2023.0,0.7777777777777778,2024-03-12,alexja
Love Gets a Room,2021.0,0.4444444444444444,2024-03-12,alexja
Taxi Driver,1976.0,1.0,2024-03-12,alexja
The Thing,1982.0,1.0,2024-03-12,alexja
The Strangers,2008.0,0.8888888888888888,2024-03-12,alexja
Funny Games,1997.0,0.7777777777777778,2024-03-12,alexja
El verano que vivimos,2020.0,0.7777777777777778,2024-03-12,alexja
Dark City,1998.0,0.6666666666666666,2024-03-12,alexja
The Descent,2005.0,0.8888888888888888,2024-03-12,alexja
In the Mouth of Madness,1994.0,0.6666666666666666,2024-03-12,alexja
Evil Dead Rise,2023.0,0.8888888888888888,2024-03-12,alexja
Guardians of the Galaxy Vol. 3,2023.0,0.8888888888888888,2024-03-12,alexja
John Wick: Chapter 4,2023.0,1.0,2024-03-12,alexja
Back to the Future Part III,1990.0,0.4444444444444444,2024-03-12,alexja
The Quiet Girl,2022.0,0.8888888888888888,2024-03-12,alexja
Speak No Evil,2022.0,0.8888888888888888,2024-03-12,alexja
Everything Everywhere All at Once,2022.0,0.7777777777777778,2024-03-12,alexja
Aftersun,2022.0,1.0,2024-03-12,alexja
Pearl,2022.0,0.8888888888888888,2024-03-12,alexja
Chhichhore,2019.0,1.0,2024-03-12,alexja
Grave of the Fireflies,1988.0,0.6666666666666666,2024-03-12,alexja
My Neighbor Totoro,1988.0,0.6666666666666666,2024-03-12,alexja
I Want to Eat Your Pancreas,2018.0,0.8888888888888888,2024-03-12,alexja
A Silent Voice: The Movie,2016.0,0.8888888888888888,2024-03-12,alexja
When Marnie Was There,2014.0,0.8888888888888888,2024-03-12,alexja
Spirited Away,2001.0,0.8888888888888888,2024-03-12,alexja
The Wind Rises,2013.0,0.8888888888888888,2024-03-12,alexja
Colorful,2010.0,1.0,2024-03-12,alexja
Perfect Blue,1997.0,1.0,2024-03-12,alexja
Whisper of the Heart,1995.0,0.6666666666666666,2024-03-12,alexja
Close,2022.0,0.8888888888888888,2024-03-12,alexja
Bad Taste,1987.0,0.6666666666666666,2024-03-12,alexja
Smile,2022.0,0.8888888888888888,2024-03-12,alexja
Metro Manila,2013.0,0.7777777777777778,2024-03-12,alexja
Flipped,2010.0,0.6666666666666666,2024-03-12,alexja
The Man in the Moon,1991.0,0.8888888888888888,2024-03-12,alexja
Little Miss Sunshine,2006.0,0.7777777777777778,2024-03-12,alexja
The Fifth Element,1997.0,0.6666666666666666,2024-03-12,alexja
Tumbbad,2018.0,0.8888888888888888,2024-03-12,alexja
Stree,2018.0,0.6666666666666666,2024-03-12,alexja
Miracle in Cell No. 7,2013.0,0.7777777777777778,2024-03-12,alexja
Doctor Strange in the Multiverse of Madness,2022.0,0.8888888888888888,2024-03-12,alexja
X,2022.0,0.8888888888888888,2024-03-12,alexja
War for the Planet of the Apes,2017.0,1.0,2024-03-12,alexja
Hope,2013.0,0.7777777777777778,2024-03-12,alexja
Billy Elliot,2000.0,0.6666666666666666,2024-03-12,alexja
Ju-on: The Grudge,2002.0,0.6666666666666666,2024-03-12,alexja
The Batman,2022.0,0.6666666666666666,2024-03-12,alexja
