title_normalized,title_original,tmdb_id,year,director,tmdb_genres,overview,country,nanogenres,themes,lb_url
spider-man: across the spider-verse,Spider-Man: Across the Spider-Verse,569094,2023,Justin K. Thompson|Kemp Powers|Joaquim Dos Santos,Animation|Action|Adventure|Science Fiction,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",US,"Cartoon, Action, Adventure|Witty, Silly, Cartoon|Cartoon, Magic, Colorful|Animation, Exciting, Intense|Gag, Heartwarming, Lesson|Voices, Kids, Toy|Action, Evil, Goofy|Voices, Graphics, Creativity|Animation, Superhero, Dark|Action, Anime, Voices",earth|planet|world|space|new,https://boxd.it/kSz4
the flash,The Flash,298618,2023,Andy Muschietti,Action|Science Fiction|Adventure,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",US,"Comic-Book, Hero, Exciting|Action, Epic, Emotion|Humorous, Goofy, One-Liners|Stunts, One-Liners, Formulaic|Suspense, Guns, Action-Packed|Humor, Laugh-Out-Loud, Crazy|Fighting, Cool, Killing|Hero, Evil, Complex|Superhero, Nerds, Justice|Sci-Fi, Imaginative, Vision",doctor|time|life|man|future,https://boxd.it/9twC
harry potter and the chamber of secrets,Harry Potter and the Chamber of Secrets,672,2002,Chris Columbus,Adventure|Fantasy,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",GB,"Imaginative, Vision, Future|Weird, Fantasy, Vision|Funny, Evil, Menacing|Jokes, Adorable, Child|Hilarious, Lovable, Light-Hearted|Charm, Fantasy, Dream|Chilling, Fantasy, Confused|Action, Epic, Emotion|Amusing, Goofy, Adventure|School, Popular, Girls",christmas|santa|harry|charlie|muppets,https://boxd.it/29QI
harry potter and the prisoner of azkaban,Harry Potter and the Prisoner of Azkaban,673,2004,Alfonso Cuarón,Adventure|Fantasy,"Year three at The Poop Farty School means new fun and challenges as Harry learns the delicate art of approaching a PINOY BIG BROTHER CELEBRITY COLLAB EDITION 2.0, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",GB,"Imaginative, Vision, Future|Evil, Imaginative, Magic|Weird, Fantasy, Vision|Charm, Enchanted, Fantasy|School, Popular, Girls|Evil, Anticipation, Fear|Kids, Fantasy, Adventure|Killing, Magic, Wicked|Kids, Spirit, Beloved|Jokes, Kids, Charm",school|high|year|old|girl,https://boxd.it/29Qy
operation fortune: ruse de guerre,Operation Fortune: Ruse de Guerre,739405,2023,Guy Ritchie,Action|Comedy|Thriller|Adventure,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,GB,"Humor, Weird, Outrageous|Heist, Crime, Slick|Jokes, Guns, Cool|Thriller, Explosives, Danger|Hilarious, Unexpected, Light-Hearted|Comedy, Agent, Sexy|Explosives, Action-Packed, Non-Stop|Tense, Explosives, Bullets|Humor, Laugh-Out-Loud, Crazy|Villain, Cool, Chases",agent|bond|fbi|mission|james,https://boxd.it/rJXA
harry potter and the goblet of fire,Harry Potter and the Goblet of Fire,674,2005,Mike Newell,Adventure|Fantasy,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons, and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",GB,"Kids, Fantasy, Adventure|Imaginative, Vision, Future|Frighten, Shock, Mystery|Heartfelt, Adolescents, Boys|Evil, Anticipation, Fear|Weird, Fantasy, Vision|Jokes, Kids, Charm|Charm, Fantasy, Dream|Chilling, Fantasy, Confused|Fighting, Cool, Action-Packed",christmas|santa|harry|charlie|muppets,https://boxd.it/29Qo
captain voyeur,Captain Voyeur,445054,1969,John Carpenter,Horror|Comedy,A dull office worker transforms into a costumed peeping tom at night.,US,,murder|man|case|killer|detective,https://boxd.it/fPY6
harry potter and the order of the phoenix,Harry Potter and the Order of the Phoenix,675,2007,David Yates,Adventure|Fantasy,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts.",GB,"Action, Epic, Emotion|Cool, Excitement, Gripping|Imaginative, Vision, Future|Terrifying, Confused, Intriguing|Kids, Fantasy, Adventure|Humor, Anticipation, Crying|Emotion, Anger, Lesson|Sweet, Chemistry, Lovely|Heartfelt, Adolescents, Boys|Action-Packed, Suspense, Intense",christmas|santa|harry|charlie|muppets,https://boxd.it/29Qe
harry potter and the half-blood prince,Harry Potter and the Half-Blood Prince,767,2009,David Yates,Adventure|Fantasy,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",GB,"Action, Epic, Emotion|Sweet, Chemistry, Lovely|Witty, Cute, Quirky|Terrifying, Confused, Intriguing|Humor, Anticipation, Crying|Imaginative, Vision, Future|Kids, Fantasy, Adventure|Humorous, Crazy, Quirky|Relationships, Tear-Jerker, Passion|Suspense, Confused, Discover",christmas|santa|harry|charlie|muppets,https://boxd.it/29FU
harry potter and the deathly hallows: part 1,Harry Potter and the Deathly Hallows: Part 1,12444,2010,David Yates,Adventure|Fantasy,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",GB,"Action, Epic, Emotion|Death, Dark, Intense|Fighting, Epic, Excitement|Dark, Storytelling, Captivating|Cool, Excitement, Gripping|Relationships, Depressing, Sadness|Evil, Anticipation, Fear|Death, Darkness, Grim|Swords, Mythology, Fantasy|Action, Fantasy, Storytelling",christmas|santa|harry|charlie|muppets,https://boxd.it/1RYu
mission: impossible – dead reckoning,Mission: Impossible – Dead Reckoning,575264,2023,Christopher McQuarrie,Action|Thriller|Adventure,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",US,"Fighting, Cool, Menacing|Gadgets, Stunts, Agent|Action, Spy, Secret|Thriller, Explosives, Danger|Jokes, Guns, Cool|Death, Stunts, Formulaic|Predictable, Driving, Speed|Action, Thrills, Shootings|Stunts, Car, Chasing|Thrills, Stunts, Villain",agent|bond|fbi|mission|james,https://boxd.it/l7zS
following,Following,11660,1999,Christopher Nolan,Drama|Thriller,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",GB,"Weird, Disturbing, Intriguing|Murder, Vulnerable, Obsession|Twist, Mysterious, Confusing|Cliche, Dark, Unpredictable|Crime, Twist, Thief|Tense, Complicated, Complex|Criminal, Violence, Gripping|Thriller, Climax, Riveting|Thriller, Drama, Sinister|Tense, Victim, Twist",murder|man|case|killer|detective,https://boxd.it/1Tj4
memento,Memento,77,2000,Christopher Nolan,Mystery|Thriller,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",US,"Twist, Mysterious, Confusing|Killing, Twist, Confused|Weird, Confusing, Confusion|Victim, Twist, Investigate|Weird, Disturbing, Intriguing|Victim, Detective, Dark|Tense, Guessing, Investigate|Emotion, Complexity, Revelation|Detective, Climax, Intriguing|Killing, Guessing, Dark",murder|man|case|killer|detective,https://boxd.it/2bcK
batman begins,Batman Begins,272,2005,Christopher Nolan,Drama|Crime|Action,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",GB,"Comic-Book, Hero, Exciting|Hero, Evil, Complex|Villain, Comic-Book, Campy|Villain, Stunts, Vengeance|Fighting, Cool, Menacing|Superhero, Nerds, Justice|Fighting, Bullets, Exciting|Cool, Excitement, Gripping|Gory, Fighting, Extreme|School, Violence, Friendship",agent|bond|fbi|mission|james,https://boxd.it/2aIg
the prestige,The Prestige,1124,2006,Christopher Nolan,Drama|Mystery|Science Fiction,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",GB,"Dark, Storytelling, Captivating|Twist, Intriguing, Confusion|Guessing, Creepy, Shock|Twist, Sinister, Secret|Thriller, Climax, Riveting|Guessing, Thought-Provoking, Confusion|Tense, Mysterious, Solving|Suspense, Confused, Discover|Dark, Desire, Twisted|Killing, Twist, Confused",princess|fairy|kingdom|evil|prince,https://boxd.it/293w
the dark knight,The Dark Knight,155,2008,Christopher Nolan,Action|Crime|Thriller,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",GB,"Comic-Book, Hero, Exciting|Fighting, Cool, Menacing|Hero, Evil, Complex|Criminal, Violence, Gripping|Villain, Comic-Book, Campy|Thriller, Terror, Dark|Killing, Cops, Twist|Chilling, Fear, Extreme|Hero, Brutal, Crime|Twist, Mysterious, Confusing",agent|bond|fbi|mission|james,https://boxd.it/2b0k
inception,Inception,27205,2010,Christopher Nolan,Action|Science Fiction|Adventure,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",GB,"Sci-Fi, Philosophical, Thought-Provoking|Weird, Confusing, Confusion|Thrills, Guessing, Intriguing|Dream, Surreal, Inventive|Tense, Explosives, Bullets|Weird, Dream, Journey|Suspense, Slick, Stylish|Exciting, Cool, Inventive|Imaginative, Technological, Creativity|Villain, Cool, Excitement",murder|man|case|killer|detective,https://boxd.it/1skk
the dark knight rises,The Dark Knight Rises,49026,2012,Christopher Nolan,Action|Crime|Drama|Thriller,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",GB,"Comic-Book, Hero, Exciting|Fighting, Cool, Menacing|Cartoon, Fighting, Graphic|Fighting, One-Liners, Mindless|Thriller, Terror, Dark|Suspense, Slick, Stylish|Killing, Cops, Twist|Criminal, Violence, Gripping|Hero, Destruction, Menacing|Tense, Explosives, Bullets",agent|bond|fbi|mission|james,https://boxd.it/H3m
interstellar,Interstellar,157336,2014,Christopher Nolan,Adventure|Drama|Science Fiction,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,GB,"Spaceship, Technology, Future|Earth, Destruction, Moving|Space, Future, Destruction|Death, Space, Technology|Imaginative, Creativity, Future|Spaceship, Discover, Humans|Emotional, Excitement, Speed|Earth, Fascinating, Thought-Provoking|Planet, Adventure, Fantasy|Planet, Humanity, Future",earth|planet|world|space|new,https://boxd.it/4VZ8
dunkirk,Dunkirk,374720,2017,Christopher Nolan,War|Action|Drama,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",GB,"Soldiers, Germany, Victory|Soldiers, Brutal, Glory|Enemies, Hitler, Allied|Nazi, Military, Historic|Patriotism, Germany, Heroic|Military, Battle, Infantry|Enemies, Civilian, Heroic|Powerful, Historic, Fate|Ships, Heroic, Sacrifice|Military, Heroic, Action-Packed",war|world|french|german|army,https://boxd.it/d0Y6
oppenheimer,Oppenheimer,872585,2023,Christopher Nolan,Drama|History,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,GB,"Moving, Struggles, Riveting|Intelligent, Thought-Provoking, Philosophical|Tear-Jerker, Breathtaking, Captivating|Heartfelt, Historic, Nation|Reality, Revelation, Intellectual|War, Destruction, Political|Thought-Provoking, Moral, Intellectual|Emotion, Humanity, Complexity|Intense, Revelation, Fascinating|Dark, Riveting, Revelation",war|world|french|german|army,https://boxd.it/wUow
fight club,Fight Club,550,1999,David Fincher,Drama|Thriller,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",DE,"Suspense, Slick, Stylish|Weird, Disturbing, Intriguing|Amusing, Bizarre, Satire|Weird, Reality, Complicated|Gory, Fighting, Extreme|Killing, Shock, Bizarre|Weird, Confused, Confusion|Humor, Eating, Mocking|Bizarre, Complex, Confused|Witty, Depressing, Cynical",murder|man|case|killer|detective,https://boxd.it/2a9q
